"id","Gender","Event","Location","Year","Medal","Name","Nationality","Result "
"1195","M","Hammer Throw Men","Stockholm","1912","G","Matt MCGRATH","USA","54.74"
"1196","M","Hammer Throw Men","Stockholm","1912","S","Duncan GILLIS","CAN","48.39"
"1197","M","Hammer Throw Men","Stockholm","1912","B","Clarence CHILDS","USA","48.17"
"1198","M","Hammer Throw Men","St Louis","1904","G","John FLANAGAN","USA","51.23"
"1199","M","Hammer Throw Men","St Louis","1904","S","John DEWITT","USA","50.26"
"1200","M","Hammer Throw Men","St Louis","1904","B","Ralph ROSE","USA","45.73"
"1201","M","High Jump Men","Rio","2016","G","Derek DROUIN","CAN","2.38"
"1202","M","High Jump Men","Rio","2016","S","Mutaz Essa BARSHIM","QAT","2.36"
"1203","M","High Jump Men","Rio","2016","B","Bohdan BONDARENKO","UKR","2.33"
"1204","M","High Jump Men","Beijing","2008","G","Andrey SILNOV","RUS","2.36"
"1205","M","High Jump Men","Beijing","2008","S","Germaine MASON","GBR","2.34"
"1206","M","High Jump Men","Beijing","2008","B","Yaroslav RYBAKOV","RUS","2.34"
"1207","M","High Jump Men","Sydney","2000","G","Sergey KLYUGIN","RUS","2.35"
"1208","M","High Jump Men","Sydney","2000","S","Javier SOTOMAYOR","CUB","2.32"
"1209","M","High Jump Men","Sydney","2000","B","Abderrahmane HAMMAD","ALG","2.32"
"1210","M","High Jump Men","Barcelona","1992","G","Javier SOTOMAYOR","CUB","2.34"
"1211","M","High Jump Men","Barcelona","1992","S","Patrik SJÃBERG","SWE","2.34"
"1212","M","High Jump Men","Barcelona","1992","B","Tim FORSYTH","AUS","2.34"
"1213","M","High Jump Men","Barcelona","1992","B","Artur PARTYKA","POL","2.34"
"1214","M","High Jump Men","Barcelona","1992","B","Hollis CONWAY","USA","2.34"
"1215","M","High Jump Men","Montreal","1976","G","Jacek WSZOLA","POL","2.25"
"1216","M","High Jump Men","Montreal","1976","S","Greg JOY","CAN","2.23"
"1217","M","High Jump Men","Montreal","1976","B","Dwight STONES","USA","2.21"
"1218","M","High Jump Men","Rome","1960","G","Robert SHAVLAKADZE","URS","2.16"
"1219","M","High Jump Men","Rome","1960","S","Valeri BRUMEL","URS","2.16"
"1220","M","High Jump Men","Rome","1960","B","John THOMAS","USA","2.14"
"1221","M","High Jump Men","Helsinki","1952","G","Walt DAVIS","USA","2.04"
"1222","M","High Jump Men","Helsinki","1952","S","Kenneth WIESNER","USA","2.01"
"1223","M","High Jump Men","Helsinki","1952","B","Jose TELLES DA CONCEICAO","BRA","1.98"
"1224","M","High Jump Men","London","1908","G","Harry PORTER","USA","1.9"
"1225","M","High Jump Men","London","1908","S","IstvÃ¡n SOMODI","HUN","1.88"
"1226","M","High Jump Men","London","1908","S","Cornelius LEAHY","GBR","1.88"
"1227","M","High Jump Men","London","1908","S","Georges ANDRE","FRA","1.88"
"1228","M","High Jump Men","Paris","1900","G","Irving BAXTER","USA","1.9"
"1229","M","High Jump Men","Paris","1900","S","Patrick LEAHY","GBR","1.78"
"1230","M","High Jump Men","Paris","1900","B","Lajos GÃNCZY","HUN","1.75"
"1231","M","High Jump Men","London","2012","G","Ivan UKHOV","RUS","2.38"
"1232","M","High Jump Men","London","2012","S","Erik KYNARD","USA","2.33"
"1233","M","High Jump Men","London","2012","B","Derek DROUIN","CAN","2.29"
"1234","M","High Jump Men","London","2012","B","Mutaz Essa BARSHIM","QAT","2.29"
"1235","M","High Jump Men","London","2012","B","Robert GRABARZ","GBR","2.29"
"1236","M","High Jump Men","Athens","2004","G","Stefan HOLM","SWE","2.36"
"1237","M","High Jump Men","Athens","2004","S","Matt HEMINGWAY","USA","2.34"
"1238","M","High Jump Men","Athens","2004","B","Jaroslav BABA","CZE","2.34"
"1239","M","High Jump Men","Atlanta","1996","G","Charles AUSTIN","USA","2.39"
"1240","M","High Jump Men","Atlanta","1996","S","Artur PARTYKA","POL","2.37"
"1241","M","High Jump Men","Atlanta","1996","B","Steve SMITH","GBR","2.35"
"1242","M","High Jump Men","Moscow","1980","G","Gerd WESSIG","GDR","2.36"
"1243","M","High Jump Men","Moscow","1980","S","Jacek WSZOLA","POL","2.31"
"1244","M","High Jump Men","Moscow","1980","B","JÃ¶rg FREIMUTH","GDR","2.31"
"1245","M","High Jump Men","Tokyo","1964","G","Valeri BRUMEL","URS","2.18"
"1246","M","High Jump Men","Tokyo","1964","S","John THOMAS","USA","2.18"
"1247","M","High Jump Men","Tokyo","1964","B","John RAMBO","USA","2.16"
"1248","M","High Jump Men","Los Angeles","1932","G","Duncan MCNAUGHTON","CAN","1.97"
"1249","M","High Jump Men","Los Angeles","1932","S","Robert VAN OSDEL","USA","1.97"
"1250","M","High Jump Men","Los Angeles","1932","B","Simeon TORIBIO","PHI","1.97"
"1251","M","High Jump Men","Paris","1924","G","Harold OSBORN","USA","1.98"
"1252","M","High Jump Men","Paris","1924","S","Leroy BROWN","USA","1.95"
"1253","M","High Jump Men","Paris","1924","B","Pierre LEWDEN","FRA","1.92"
"1254","M","High Jump Men","Stockholm","1912","G","Alma RICHARDS","USA","1.93"
"1255","M","High Jump Men","Stockholm","1912","S","Hans LIESCHE","GER","1.91"
"1256","M","High Jump Men","Stockholm","1912","B","George HORINE","USA","1.89"
"1257","M","High Jump Men","St Louis","1904","G","Samuel JONES","USA","1.8"
"1258","M","High Jump Men","St Louis","1904","S","Garrett SERVISS","USA","1.77"
"1259","M","High Jump Men","St Louis","1904","B","Paul WEINSTEIN","GER","1.77"
"1260","M","High Jump Men","Athens","1896","G","Ellery CLARK","USA","1.81"
"1261","M","High Jump Men","Athens","1896","S","Robert GARRETT","USA","1.65"
"1262","M","High Jump Men","Athens","1896","S","James CONNOLLY","USA","1.65"
"1263","M","Javelin Throw Men","Rio","2016","G","Thomas ROHLER","GER","None"
"1264","M","Javelin Throw Men","Rio","2016","S","Julius YEGO","KEN","None"
"1265","M","Javelin Throw Men","Rio","2016","B","Keshorn WALCOTT","TTO","None"
"1266","M","Javelin Throw Men","Beijing","2008","G","Andreas THORKILDSEN","NOR","90.57"
"1267","M","Javelin Throw Men","Beijing","2008","S","Ainars KOVALS","LAT","86.64"
"1268","M","Javelin Throw Men","Beijing","2008","B","Tero PITKAMAKI","FIN","86.16"
"1269","M","Javelin Throw Men","Sydney","2000","G","Jan Å½ELEZNÃ","CZE","90.17"
"1270","M","Javelin Throw Men","Sydney","2000","S","Steve BACKLEY","GBR","89.85"
"1271","M","Javelin Throw Men","Sydney","2000","B","Sergey MAKAROV","RUS","88.67"
"1272","M","Javelin Throw Men","Barcelona","1992","G","Jan Å½ELEZNÃ","TCH","89.66"
"1273","M","Javelin Throw Men","Barcelona","1992","S","Seppo RÃTY","FIN","86.6"
"1274","M","Javelin Throw Men","Barcelona","1992","B","Steve BACKLEY","GBR","83.38"
"1275","M","Javelin Throw Men","Los Angeles","1984","G","Arto HÃRKÃNEN","FIN","86.76"
"1276","M","Javelin Throw Men","Los Angeles","1984","S","David OTTLEY","GBR","85.74"
"1277","M","Javelin Throw Men","Los Angeles","1984","B","Kenth ELDEBRINK","SWE","83.72"
"1278","M","Javelin Throw Men","Montreal","1976","G","Miklos NEMETH","HUN","94.58"
"1279","M","Javelin Throw Men","Montreal","1976","S","Hannu Juhani SIITONEN","FIN","87.92"
"1280","M","Javelin Throw Men","Montreal","1976","B","Gheorghe MEGELEA","ROU","87.16"
"1281","M","Javelin Throw Men","Rome","1960","G","Viktor TSYBULENKO","URS","84.64"
"1282","M","Javelin Throw Men","Rome","1960","S","Walter KRÃGER","EUA","79.36"
"1283","M","Javelin Throw Men","Rome","1960","B","Gergely KULCSÃR","HUN","78.57"
"1284","M","Javelin Throw Men","Helsinki","1952","G","Cy YOUNG","USA","73.78"
"1285","M","Javelin Throw Men","Helsinki","1952","S","William Preston MILLER","USA","72.46"
"1286","M","Javelin Throw Men","Helsinki","1952","B","Toivo HYYTIÃINEN","FIN","71.89"
"1287","M","Javelin Throw Men","London","1908","G","Eric LEMMING","SWE","54.83"
"1288","M","Javelin Throw Men","London","1908","S","Arne HALSE","NOR","50.57"
"1289","M","Javelin Throw Men","London","1908","B","Otto NILSSON","SWE","47.11"
"1290","M","Javelin Throw Men","London","2012","G","Keshorn WALCOTT","TTO","84.58"
"1291","M","Javelin Throw Men","London","2012","B","Antti RUUSKANEN","FIN","84.12"
"1292","M","Javelin Throw Men","Athens","2004","G","Andreas THORKILDSEN","NOR","86.5"
"1293","M","Javelin Throw Men","Athens","2004","S","Vadims VASILEVSKIS","LAT","84.95"
"1294","M","Javelin Throw Men","Athens","2004","B","Sergey MAKAROV","RUS","84.84"
"1295","M","Javelin Throw Men","Atlanta","1996","G","Jan Å½ELEZNÃ","CZE","88.16"
"1296","M","Javelin Throw Men","Atlanta","1996","S","Steve BACKLEY","GBR","87.44"
"1297","M","Javelin Throw Men","Atlanta","1996","B","Seppo RÃTY","FIN","86.98"
"1298","M","Javelin Throw Men","Moscow","1980","G","Dainis KULA","URS","91.2"
"1299","M","Javelin Throw Men","Moscow","1980","S","Aleksandr MAKAROV","URS","89.64"
"1300","M","Javelin Throw Men","Moscow","1980","B","Wolfgang HANISCH","GDR","86.72"
"1301","M","Javelin Throw Men","Tokyo","1964","G","Pauli NEVALA","FIN","82.66"
"1302","M","Javelin Throw Men","Tokyo","1964","S","Gergely KULCSÃR","HUN","82.32"
"1303","M","Javelin Throw Men","Tokyo","1964","B","Yanis LUSIS","URS","80.57"
"1304","M","Javelin Throw Men","Los Angeles","1932","G","Matti JÃRVINEN","FIN","72.71"
"1305","M","Javelin Throw Men","Los Angeles","1932","S","Matti SIPPALA","FIN","69.8"
"1306","M","Javelin Throw Men","Los Angeles","1932","B","Eino PENTTILÃ","FIN","68.7"
"1307","M","Javelin Throw Men","Paris","1924","G","Jonni MYYRÃ","FIN","62.96"
"1308","M","Javelin Throw Men","Paris","1924","S","Gunnar LINDSTRÃM","SWE","60.92"
"1309","M","Javelin Throw Men","Paris","1924","B","Eugene OBERST","USA","58.35"
"1310","M","Javelin Throw Men","Stockholm","1912","G","Eric LEMMING","SWE","60.64"
"1311","M","Javelin Throw Men","Stockholm","1912","S","Juho Julius SAARISTO","FIN","58.66"
"1312","M","Javelin Throw Men","Stockholm","1912","B","Mor KOVACS","HUN","55.5"
"1313","M","Long Jump Men","Rio","2016","G","Jeff HENDERSON","USA","8.38"
"1314","M","Long Jump Men","Rio","2016","S","Luvo MANYONGA","RSA","8.37"
"1315","M","Long Jump Men","Rio","2016","B","Greg RUTHERFORD","GBR","8.29"
"1316","M","Long Jump Men","Beijing","2008","G","Irving SALADINO","PAN","8.34"
"1317","M","Long Jump Men","Beijing","2008","S","Godfrey Khotso MOKOENA","RSA","8.24"
"1318","M","Long Jump Men","Beijing","2008","B","Ibrahim CAMEJO","CUB","8.2"
"1319","M","Long Jump Men","Sydney","2000","G","Ivan PEDROSO","CUB","8.55"
"1320","M","Long Jump Men","Sydney","2000","S","Jai TAURIMA","AUS","8.49"
"1321","M","Long Jump Men","Sydney","2000","B","Roman SCHURENKO","UKR","8.31"
"1322","M","Long Jump Men","Barcelona","1992","G","Carl LEWIS","USA","8.67"
"1323","M","Long Jump Men","Barcelona","1992","S","Mike POWELL","USA","8.64"
"1324","M","Long Jump Men","Barcelona","1992","B","Joe GREENE","USA","8.34"
"1325","M","Long Jump Men","Montreal","1976","G","Arnie ROBINSON","USA","8.35"
"1326","M","Long Jump Men","Montreal","1976","S","Randel Luvelle WILLIAMS","USA","8.11"
"1327","M","Long Jump Men","Montreal","1976","B","Frank WARTENBERG","GDR","8.02"
"1328","M","Long Jump Men","Rome","1960","G","Ralph BOSTON","USA","8.12"
"1329","M","Long Jump Men","Rome","1960","S","Irvin ROBERSON","USA","8.11"
"1330","M","Long Jump Men","Rome","1960","B","Igor TER-OVANESYAN","URS","8.04"
"1331","M","Long Jump Men","Helsinki","1952","G","Jerome BIFFLE","USA","7.57"
"1332","M","Long Jump Men","Helsinki","1952","S","Meredith GOURDINE","USA","7.53"
"1333","M","Long Jump Men","Helsinki","1952","B","ÃâdÃÂ¶n FÃâLDESSY","HUN","7.3"
"1334","M","Long Jump Men","Berlin","1936","G","Jesse OWENS","USA","8.06"
"1335","M","Long Jump Men","Berlin","1936","S","Luz LONG","GER","7.87"
"1336","M","Long Jump Men","Berlin","1936","B","Naoto TAJIMA","JPN","7.74"
"1337","M","Long Jump Men","Amsterdam","1928","G","Edward Barton HAMM","USA","7.73"
"1338","M","Long Jump Men","Amsterdam","1928","S","Sylvio CATOR","HAI","7.58"
"1339","M","Long Jump Men","Amsterdam","1928","B","Al BATES","USA","7.4"
"1340","M","Long Jump Men","London","1908","G","Frank IRONS","USA","7.48"
"1341","M","Long Jump Men","London","1908","S","Daniel KELLY","USA","7.09"
"1342","M","Long Jump Men","London","1908","B","Calvin BRICKER","CAN","7.08"
"1343","M","Long Jump Men","Paris","1900","G","Alvin KRAENZLEIN","USA","7.185"
"1344","M","Long Jump Men","Paris","1900","S","Meyer PRINSTEIN","USA","7.175"
"1345","M","Long Jump Men","Paris","1900","B","Patrick LEAHY","GBR","6.95"
"1346","M","Long Jump Men","London","2012","G","Greg RUTHERFORD","GBR","8.31"
"1347","M","Long Jump Men","London","2012","S","Mitchell WATT","AUS","8.16"
"1348","M","Long Jump Men","London","2012","B","Will CLAYE","USA","8.12"
"1349","M","Long Jump Men","Athens","2004","G","Dwight PHILLIPS","USA","8.59"
"1350","M","Long Jump Men","Athens","2004","S","John MOFFITT","USA","8.47"
"1351","M","Long Jump Men","Athens","2004","B","Joan Lino MARTINEZ","ESP","8.32"
"1352","M","Long Jump Men","Atlanta","1996","G","Carl LEWIS","USA","8.5"
"1353","M","Long Jump Men","Atlanta","1996","S","James BECKFORD","JAM","8.29"
"1354","M","Long Jump Men","Atlanta","1996","B","Joe GREENE","USA","8.24"
"1355","M","Long Jump Men","Moscow","1980","G","Lutz DOMBROWSKI","GDR","8.54"
"1356","M","Long Jump Men","Moscow","1980","S","Frank PASCHEK","GDR","8.21"
"1357","M","Long Jump Men","Moscow","1980","B","Valeri PODLUZHNYI","URS","8.18"
"1358","M","Long Jump Men","Tokyo","1964","G","Lynn DAVIES","GBR","8.07"
"1359","M","Long Jump Men","Tokyo","1964","S","Ralph BOSTON","USA","8.03"
"1360","M","Long Jump Men","Tokyo","1964","B","Igor TER-OVANESYAN","URS","7.99"
"1361","M","Long Jump Men","Los Angeles","1932","G","Edward Lansing GORDON","USA","7.64"
"1362","M","Long Jump Men","Los Angeles","1932","S","Lambert REDD","USA","7.6"
"1363","M","Long Jump Men","Los Angeles","1932","B","Chuhei NAMBU","JPN","7.45"
"1364","M","Long Jump Men","Paris","1924","G","William De Hart HUBBARD","USA","7.445"
"1365","M","Long Jump Men","Paris","1924","S","Edward Orval GOURDIN","USA","7.275"
"1366","M","Long Jump Men","Paris","1924","B","Sverre HANSEN","NOR","7.26"
"1367","M","Long Jump Men","Stockholm","1912","G","Albert GUTTERSON","USA","7.6"
"1368","M","Long Jump Men","Stockholm","1912","S","Calvin BRICKER","CAN","7.21"
"1369","M","Long Jump Men","Stockholm","1912","B","Georg ABERG","SWE","7.18"
"1370","M","Long Jump Men","St Louis","1904","G","Meyer PRINSTEIN","USA","7.34"
"1371","M","Long Jump Men","St Louis","1904","S","Daniel FRANK","USA","6.89"
"1372","M","Long Jump Men","St Louis","1904","B","Robert STANGLAND","USA","6.88"
"1373","M","Long Jump Men","Athens","1896","G","Ellery CLARK","USA","6.35"
"1374","M","Long Jump Men","Athens","1896","S","Robert GARRETT","USA","6.18"
"1375","M","Long Jump Men","Athens","1896","B","James CONNOLLY","USA","6.11"
"1376","M","Marathon Men","Rio","2016","G","Eliud Kipchoge ROTICH","KEN","2:08:44"
"1377","M","Marathon Men","Rio","2016","S","Feyisa LILESA","ETH","2:09:54"
"1378","M","Marathon Men","Rio","2016","B","Galen RUPP","USA","2:10:05"
"1379","M","Marathon Men","Beijing","2008","G","Samuel Kamau WANJIRU","KEN","2h06:32"
"1380","M","Marathon Men","Beijing","2008","S","Jaouad GHARIB","MAR","2h07:16"
"1381","M","Marathon Men","Beijing","2008","B","Tsegay KEBEDE","ETH","2h10:00"
"1382","M","Marathon Men","Sydney","2000","G","Gezahegne ABERA","ETH","02h10:11"
"1383","M","Marathon Men","Sydney","2000","S","Erick WAINAINA","KEN","02h10:31"
"1384","M","Marathon Men","Sydney","2000","B","Tesfaye TOLA","ETH","02h11:10"
"1385","M","Marathon Men","Barcelona","1992","G","Young-Cho HWANG","KOR","2:13:23"
"1386","M","Marathon Men","Barcelona","1992","S","Koichi MORISHITA","JPN","2:13:45"
"1387","M","Marathon Men","Barcelona","1992","B","Stephan FREIGANG","GER","2:14:00"
"1388","M","Marathon Men","Los Angeles","1984","G","Carlos LOPES","POR","2:09:21"
"1389","M","Marathon Men","Los Angeles","1984","S","John TREACY","IRL","2:09:56"
"1390","M","Marathon Men","Los Angeles","1984","B","Charles SPEDDING","GBR","2:09:58"
"1391","M","Marathon Men","Montreal","1976","G","Waldemar CIERPINSKI","GDR","09:55.0"
"1392","M","Marathon Men","Montreal","1976","S","Frank Charles SHORTER","USA","10:45.8"
"1393","M","Marathon Men","Montreal","1976","B","Karel LISMONT","BEL","11:12.6"
"1394","M","Marathon Men","Mexico","1968","G","Mamo WOLDE","ETH","20:26.4"
"1395","M","Marathon Men","Mexico","1968","S","Kenji KIMIHARA","JPN","23:31.0"
"1396","M","Marathon Men","Mexico","1968","B","Mike RYAN","NZL","23:45.0"
"1397","M","Marathon Men","Rome","1960","G","Abebe BIKILA","ETH","15:16.2"
"1398","M","Marathon Men","Rome","1960","S","Abdesiem RHADI BEN ABDESSELEM","MAR","15:41.6"
"1399","M","Marathon Men","Rome","1960","B","Barry MAGEE","NZL","17:18.2"
"1400","M","Marathon Men","Helsinki","1952","G","Emil ZÃTOPEK","TCH","23:03.2"
"1401","M","Marathon Men","Helsinki","1952","S","Reinaldo GORNO","ARG","25:35.0"
"1402","M","Marathon Men","Helsinki","1952","B","Gustaf JANSSON","SWE","26:07.0"
"1403","M","Marathon Men","Berlin","1936","G","Kitei SON","JPN","29:19.2"
"1404","M","Marathon Men","Berlin","1936","S","Ernest HARPER","GBR","31:23.2"
"1405","M","Marathon Men","Berlin","1936","B","Shoryu NAN","JPN","31:42.0"
"1406","M","Marathon Men","Amsterdam","1928","G","BoughÃ¨ra EL OUAFI","FRA","02:32.6"
"1407","M","Marathon Men","Amsterdam","1928","S","Manuel PLAZA","CHI","02:33.2"
"1408","M","Marathon Men","Amsterdam","1928","B","Martti MARTTELIN","FIN","02:35.0"
"1409","M","Marathon Men","Antwerp","1920","G","Hannes KOLEHMAINEN","FIN","32:35.8"
"1410","M","Marathon Men","Antwerp","1920","S","JÃ¼ri LOSSMANN","EST","32:48.6"
"1411","M","Marathon Men","Antwerp","1920","B","Valerio ARRI","ITA","36:32.8"
"1412","M","Marathon Men","London","1908","G","John HAYES","USA","55:18.4"
"1413","M","Marathon Men","London","1908","S","Charles HEFFERON","RSA","56:06.0"
"1414","M","Marathon Men","London","1908","B","Joseph FORSHAW","USA","57:10.4"
"1415","M","Marathon Men","Paris","1900","G","Michel THÃATO","FRA","2-59:45.0"
"1416","M","Marathon Men","Paris","1900","S","Ãmile CHAMPION","FRA","3-04:17.0"
"1417","M","Marathon Men","Paris","1900","B","Ernst FAST","SWE","3-37:14.0"
"1418","M","Marathon Men","London","2012","G","Stephen KIPROTICH","UGA","2:08:01"
"1419","M","Marathon Men","London","2012","S","Abel KIRUI","KEN","2:08:27"
"1420","M","Marathon Men","London","2012","B","Wilson Kipsang KIPROTICH","KEN","2:09:37"
"1421","M","Marathon Men","Athens","2004","G","Stefano BALDINI","ITA","2h10:55"
"1422","M","Marathon Men","Athens","2004","S","Mebrahtom KEFLEZIGHI","USA","2h11:29"
"1423","M","Marathon Men","Athens","2004","B","Vanderlei DE LIMA","BRA","2h12:11"
"1424","M","Marathon Men","Atlanta","1996","G","Josia THUGWANE","RSA","2:12:36"
"1425","M","Marathon Men","Atlanta","1996","S","Bong Ju LEE","KOR","2:12:39"
"1426","M","Marathon Men","Atlanta","1996","B","Erick WAINAINA","KEN","2:12:44"
"1427","M","Marathon Men","Seoul","1988","G","Gelindo BORDIN","ITA","2:10:32"
"1428","M","Marathon Men","Seoul","1988","S","Douglas WAKIIHURI","KEN","2:10:47"
"1429","M","Marathon Men","Seoul","1988","B","Hussein AHMED SALAH","DJI","2:10:59"
"1430","M","Marathon Men","Moscow","1980","G","Waldemar CIERPINSKI","GDR","11:03.0"
"1431","M","Marathon Men","Moscow","1980","S","Gerard NIJBOER","NED","11:20.0"
"1432","M","Marathon Men","Moscow","1980","B","Setymkul DZHUMANAZAROV","URS","11:35.0"
"1433","M","Marathon Men","Munich","1972","G","Frank Charles SHORTER","USA","12:19.8"
"1434","M","Marathon Men","Munich","1972","S","Karel LISMONT","BEL","14:31.8"
"1435","M","Marathon Men","Munich","1972","B","Mamo WOLDE","ETH","15:08.4"
"1436","M","Marathon Men","Tokyo","1964","G","Abebe BIKILA","ETH","12:11.2"
"1437","M","Marathon Men","Tokyo","1964","S","Basil HEATLEY","GBR","16:19.2"
"1438","M","Marathon Men","Tokyo","1964","B","Kokichi TSUBURAYA","JPN","16:22.8"
"1439","M","Marathon Men","Melbourne / Stockholm","1956","G","Alain MIMOUN","FRA","2:25:00"
"1440","M","Marathon Men","Melbourne / Stockholm","1956","S","Franjo MIHALIC","YUG","2:26:32"
"1441","M","Marathon Men","Melbourne / Stockholm","1956","B","Veikko KARVONEN","FIN","2:27:47"
"1442","M","Marathon Men","London","1948","G","Delfo CABRERA","ARG","34:51.6"
"1443","M","Marathon Men","London","1948","S","Thomas John Henry RICHARDS","GBR","35:07.6"
"1444","M","Marathon Men","London","1948","B","Etienne GAILLY","BEL","35:33.6"
"1445","M","Marathon Men","Los Angeles","1932","G","Juan Carlos ZABALA","ARG","2:31:36"
"1446","M","Marathon Men","Los Angeles","1932","S","Samuel FERRIS","GBR","2:31:55"
"1447","M","Marathon Men","Los Angeles","1932","B","Armas TOIVONEN","FIN","2:32:12"
"1448","M","Marathon Men","Paris","1924","G","Albin STENROOS","FIN","41:22.6"
"1449","M","Marathon Men","Paris","1924","S","Romeo BERTINI","ITA","47:19.6"
"1450","M","Marathon Men","Paris","1924","B","Clarence DEMAR","USA","48:14.0"
"1451","M","Marathon Men","Stockholm","1912","G","Kennedy Kane MCARTHUR","RSA","36:54.8"
"1452","M","Marathon Men","Stockholm","1912","S","Christian W. GITSHAM","RSA","37:52.0"
"1453","M","Marathon Men","Stockholm","1912","B","Gaston STROBINO","USA","38:42.4"
"1454","M","Marathon Men","St Louis","1904","G","Thomas HICKS","USA","28:53.0"
"1455","M","Marathon Men","St Louis","1904","S","Albert CORAY","USA","34:52.0"
"1456","M","Marathon Men","St Louis","1904","B","Arthur NEWTON","USA","47:33.0"
"1457","M","Marathon Men","Athens","1896","G","Spyridon LOUIS","GRE","2-58:50"
"1458","M","Marathon Men","Athens","1896","S","Kharilaos VASILAKOS","GRE","3-06:03"
"1459","M","Marathon Men","Athens","1896","B","Gyula KELLNER","HUN","3-06:35"
"1460","M","Pole Vault Men","Rio","2016","G","Thiago Braz DA SILVA","BRA","6.03"
"1461","M","Pole Vault Men","Rio","2016","S","Renaud LAVILLENIE","FRA","5.98"
"1462","M","Pole Vault Men","Rio","2016","B","Sam KENDRICKS","USA","5.85"
"1463","M","Pole Vault Men","Beijing","2008","G","Steve HOOKER","AUS","5.96"
"1464","M","Pole Vault Men","Beijing","2008","S","Evgeniy LUKYANENKO","RUS","5.85"
"1465","M","Pole Vault Men","Sydney","2000","G","Nick HYSONG","USA","5.9"
"1466","M","Pole Vault Men","Sydney","2000","S","Lawrence JOHNSON","USA","5.9"
"1467","M","Pole Vault Men","Sydney","2000","B","Maksim TARASOV","RUS","5.9"
"1468","M","Pole Vault Men","Barcelona","1992","G","Maksim TARASOV","EUN","5.8"
"1469","M","Pole Vault Men","Barcelona","1992","S","Igor TRANDENKOV","EUN","5.8"
"1470","M","Pole Vault Men","Barcelona","1992","B","Javier GARCÃA","ESP","5.75"
"1471","M","Pole Vault Men","Rome","1960","G","Don BRAGG","USA","4.7"
"1472","M","Pole Vault Men","Rome","1960","S","Ronald MORRIS","USA","4.6"
"1473","M","Pole Vault Men","Rome","1960","B","Eeles LANDSTRÃM","FIN","4.55"
"1474","M","Pole Vault Men","Helsinki","1952","G","Bob RICHARDS","USA","4.55"
"1475","M","Pole Vault Men","Helsinki","1952","S","Don LAZ","USA","4.5"
"1476","M","Pole Vault Men","Helsinki","1952","B","Ragnar Torsten LUNDBERG","SWE","4.4"
"1477","M","Pole Vault Men","London","1908","G","Alfred Carleten GILBERT","USA","3.71"
"1478","M","Pole Vault Men","London","1908","G","Edward COOK","USA","3.71"
"1479","M","Pole Vault Men","London","1908","B","Edward ARCHIBALD","CAN","3.58"
"1480","M","Pole Vault Men","London","1908","B","Charles JACOBS","USA","3.58"
"1481","M","Pole Vault Men","London","1908","B","Bruno SÃDERSTRÃM","SWE","3.58"
"1482","M","Pole Vault Men","Paris","1900","G","Irving BAXTER","USA","3.3"
"1483","M","Pole Vault Men","Paris","1900","S","Meredith COLKETT","USA","3.25"
"1484","M","Pole Vault Men","Paris","1900","B","Carl Albert ANDERSEN","NOR","3.2"
"1485","M","Pole Vault Men","London","2012","G","Renaud LAVILLENIE","FRA","5.97"
"1486","M","Pole Vault Men","London","2012","S","Bjorn OTTO","GER","5.91"
"1487","M","Pole Vault Men","London","2012","B","Raphael HOLZDEPPE","GER","5.91"
"1488","M","Pole Vault Men","Athens","2004","G","Timothy MACK","USA","5.95"
"1489","M","Pole Vault Men","Athens","2004","S","Toby STEVENSON","USA","5.9"
"1490","M","Pole Vault Men","Athens","2004","B","Giuseppe GIBILISCO","ITA","5.85"
"1491","M","Pole Vault Men","Atlanta","1996","G","Jean GALFIONE","FRA","5.92"
"1492","M","Pole Vault Men","Atlanta","1996","S","Igor TRANDENKOV","RUS","5.92"
"1493","M","Pole Vault Men","Atlanta","1996","B","Andrei TIVONTCHIK","GER","5.92"
"1494","M","Pole Vault Men","Moscow","1980","G","Wladyslaw KOZAKIEWICZ","POL","5.78"
"1495","M","Pole Vault Men","Moscow","1980","S","Tadeusz SLUSARSKI","POL","5.65"
"1496","M","Pole Vault Men","Moscow","1980","S","Konstantin VOLKOV","URS","5.65"
"1497","M","Pole Vault Men","Tokyo","1964","G","Fred HANSEN","USA","5.1"
"1498","M","Pole Vault Men","Tokyo","1964","S","Wolfgang REINHARDT","EUA","5.05"
"1499","M","Pole Vault Men","Tokyo","1964","B","Klaus LEHNERTZ","EUA","5"
"1500","M","Pole Vault Men","Los Angeles","1932","G","William Waring MILLER","USA","4.315"
"1501","M","Pole Vault Men","Los Angeles","1932","S","Shuhei NISHIDA","JPN","4.3"
"1502","M","Pole Vault Men","Los Angeles","1932","B","George JEFFERSON","USA","4.2"
"1503","M","Pole Vault Men","Paris","1924","G","Lee BARNES","USA","3.95"
"1504","M","Pole Vault Men","Paris","1924","S","Glenn GRAHAM","USA","3.95"
"1505","M","Pole Vault Men","Paris","1924","B","James BROOKER","USA","3.9"
"1506","M","Pole Vault Men","Stockholm","1912","G","Harry Stoddard BABCOCK","USA","3.95"
"1507","M","Pole Vault Men","Stockholm","1912","S","Frank NELSON","USA","3.85"
"1508","M","Pole Vault Men","Stockholm","1912","S","Marc WRIGHT","USA","3.85"
"1509","M","Pole Vault Men","Stockholm","1912","B","William HAPPENNY","CAN","3.8"
"1510","M","Pole Vault Men","Stockholm","1912","B","Bertil UGGLA","SWE","3.8"
